label
Group Fitness Studio
Spinning Studio
Learning Zone
Functional Training Zone
Downstairs Seating Area
Conference Area
Consultation Room
Cycling Studio
Outside
Gym Floor
Zoom Live 
Farsley Rec Ground LS28 5LA
Zoom On Demand
